Time,WindAD,WindMPH,TempAD,TempC
2025-05-11T12:11:59,480,22.52,244,40.58
2025-05-11T12:12:00,480,22.52,233,37.83
2025-05-11T12:12:01,481,22.87,232,37.58
2025-05-11T12:12:02,482,23.23,231,37.33
2025-05-11T12:12:03,482,23.23,230,37.08
2025-05-11T12:12:04,475,20.81,229,36.83
2025-05-11T12:12:05,482,23.23,229,36.83
2025-05-11T12:12:06,482,23.23,229,36.83
2025-05-11T12:12:07,482,23.23,229,36.83
2025-05-11T12:12:08,481,22.87,228,36.58
2025-05-11T12:12:09,482,23.23,229,36.83
2025-05-11T12:12:10,448,13.12,228,36.58
2025-05-11T12:12:11,436,10.46,229,36.83
2025-05-11T12:12:12,437,10.66,230,37.08
2025-05-11T12:12:13,483,23.59,233,37.83
2025-05-11T12:12:14,476,21.14,233,37.83
2025-05-11T12:12:15,478,21.82,235,38.33
2025-05-11T12:12:16,457,15.41,234,38.08
2025-05-11T12:12:17,456,15.14,233,37.83
2025-05-11T12:12:18,483,23.59,236,38.58
2025-05-11T12:12:19,482,23.23,236,38.58
2025-05-11T12:12:20,482,23.23,236,38.58
2025-05-11T12:12:21,482,23.23,235,38.33
2025-05-11T12:12:22,482,23.23,237,38.83
2025-05-11T12:12:23,482,23.23,237,38.83
2025-05-11T12:12:24,482,23.23,237,38.83
2025-05-11T12:12:25,462,16.80,237,38.83
2025-05-11T12:12:26,482,23.23,238,39.08
2025-05-11T12:12:27,482,23.23,238,39.08
2025-05-11T12:12:28,452,14.11,236,38.58
2025-05-11T12:12:30,467,18.27,238,39.08
2025-05-11T12:12:31,473,20.15,238,39.08
2025-05-11T12:12:32,483,23.59,239,39.33
2025-05-11T12:12:33,483,23.59,239,39.33
2025-05-11T12:12:34,483,23.59,239,39.33
2025-05-11T12:12:35,478,21.82,240,39.58
2025-05-11T12:12:36,482,23.23,239,39.33
2025-05-11T12:12:37,482,23.23,239,39.33
2025-05-11T12:12:38,482,23.23,238,39.08
2025-05-11T12:12:39,482,23.23,237,38.83
2025-05-11T12:12:40,482,23.23,238,39.08
2025-05-11T12:12:41,482,23.23,236,38.58
2025-05-11T12:12:42,467,18.27,235,38.33
2025-05-11T12:12:43,460,16.23,234,38.08
2025-05-11T12:12:44,482,23.23,236,38.58
2025-05-11T12:12:45,482,23.23,236,38.58
2025-05-11T12:12:46,482,23.23,235,38.33
2025-05-11T12:12:47,482,23.23,234,38.08
2025-05-11T12:12:48,482,23.23,235,38.33
2025-05-11T12:12:49,465,17.67,235,38.33
2025-05-11T12:12:50,480,22.52,236,38.58
2025-05-11T12:12:51,482,23.23,237,38.83
2025-05-11T12:12:52,482,23.23,237,38.83
2025-05-11T12:12:53,482,23.23,238,39.08
2025-05-11T12:12:54,482,23.23,238,39.08
2025-05-11T12:12:55,482,23.23,238,39.08
2025-05-11T12:12:56,482,23.23,238,39.08
2025-05-11T12:12:57,482,23.23,239,39.33
2025-05-11T12:12:58,482,23.23,238,39.08
2025-05-11T12:12:59,482,23.23,238,39.08
2025-05-11T12:13:00,482,23.23,237,38.83
2025-05-11T12:13:01,482,23.23,237,38.83
2025-05-11T12:13:02,482,23.23,238,39.08
2025-05-11T12:13:03,482,23.23,238,39.08
2025-05-11T12:13:04,482,23.23,241,39.83
2025-05-11T12:13:05,482,23.23,242,40.08
2025-05-11T12:13:06,483,23.59,243,40.33
2025-05-11T12:13:07,482,23.23,244,40.58
2025-05-11T12:13:08,483,23.59,244,40.58
2025-05-11T12:13:09,483,23.59,244,40.58
2025-05-11T12:13:10,482,23.23,245,40.84
2025-05-11T12:13:11,483,23.59,246,41.09
2025-05-11T12:13:12,482,23.23,247,41.34
2025-05-11T12:13:13,483,23.59,247,41.34
2025-05-11T12:13:14,482,23.23,247,41.34
2025-05-11T12:13:15,482,23.23,245,40.84
2025-05-11T12:13:17,482,23.23,244,40.58
2025-05-11T12:13:18,482,23.23,243,40.33
2025-05-11T12:13:19,481,22.87,242,40.08
2025-05-11T12:13:20,481,22.87,240,39.58
2025-05-11T12:13:21,481,22.87,239,39.33
2025-05-11T12:13:22,481,22.87,239,39.33
2025-05-11T12:13:23,480,22.52,238,39.08
2025-05-11T12:13:24,481,22.87,236,38.58
2025-05-11T12:13:25,481,22.87,235,38.33
2025-05-11T12:13:26,481,22.87,237,38.83
2025-05-11T12:13:27,481,22.87,236,38.58
2025-05-11T12:13:28,482,23.23,238,39.08
2025-05-11T12:13:29,482,23.23,239,39.33
2025-05-11T12:13:30,479,22.17,240,39.58
2025-05-11T12:13:31,464,17.38,240,39.58
2025-05-11T12:13:32,483,23.59,242,40.08
2025-05-11T12:13:33,482,23.23,242,40.08
2025-05-11T12:13:34,481,22.87,241,39.83
2025-05-11T12:13:35,481,22.87,239,39.33
2025-05-11T12:13:36,481,22.87,237,38.83
2025-05-11T12:13:37,481,22.87,234,38.08
2025-05-11T12:13:38,482,23.23,235,38.33
2025-05-11T12:13:39,482,23.23,237,38.83
2025-05-11T12:13:40,482,23.23,238,39.08
2025-05-11T12:13:41,483,23.59,239,39.33
2025-05-11T12:13:42,463,17.09,238,39.08
2025-05-11T12:13:43,475,20.81,239,39.33
2025-05-11T12:13:44,479,22.17,242,40.08
2025-05-11T12:13:45,483,23.59,241,39.83
2025-05-11T12:13:46,458,15.68,240,39.58
2025-05-11T12:13:47,483,23.59,244,40.58
2025-05-11T12:13:48,483,23.59,247,41.34
2025-05-11T12:13:49,483,23.59,249,41.84
2025-05-11T12:13:50,483,23.59,250,42.09
2025-05-11T12:13:51,483,23.59,252,42.59
2025-05-11T12:13:52,482,23.23,251,42.34
2025-05-11T12:13:53,482,23.23,251,42.34
2025-05-11T12:13:54,482,23.23,251,42.34
2025-05-11T12:13:55,482,23.23,251,42.34
2025-05-11T12:13:56,482,23.23,250,42.09
2025-05-11T12:13:57,482,23.23,250,42.09
2025-05-11T12:13:58,482,23.23,250,42.09
2025-05-11T12:13:59,483,23.59,252,42.59
2025-05-11T12:14:00,482,23.23,251,42.34
2025-05-11T12:14:02,482,23.23,250,42.09
2025-05-11T12:14:03,482,23.23,250,42.09
2025-05-11T12:14:04,482,23.23,249,41.84
2025-05-11T12:14:05,482,23.23,248,41.59
2025-05-11T12:14:06,482,23.23,248,41.59
2025-05-11T12:14:07,482,23.23,249,41.84
2025-05-11T12:14:08,482,23.23,251,42.34
2025-05-11T12:14:09,482,23.23,254,43.09
2025-05-11T12:14:10,482,23.23,255,43.34
2025-05-11T12:14:11,482,23.23,256,43.59
2025-05-11T12:14:12,482,23.23,255,43.34
2025-05-11T12:14:13,482,23.23,253,42.84
2025-05-11T12:14:14,482,23.23,251,42.34
2025-05-11T12:14:15,482,23.23,250,42.09
2025-05-11T12:14:16,482,23.23,248,41.59
2025-05-11T12:14:17,482,23.23,248,41.59
2025-05-11T12:14:18,482,23.23,248,41.59
2025-05-11T12:14:19,483,23.59,249,41.84
2025-05-11T12:14:20,483,23.59,249,41.84
2025-05-11T12:14:21,482,23.23,248,41.59
2025-05-11T12:14:22,482,23.23,248,41.59
2025-05-11T12:14:23,482,23.23,248,41.59
2025-05-11T12:14:24,482,23.23,248,41.59
2025-05-11T12:14:25,482,23.23,250,42.09
2025-05-11T12:14:26,482,23.23,250,42.09
2025-05-11T12:14:27,482,23.23,249,41.84
2025-05-11T12:14:28,482,23.23,250,42.09
2025-05-11T12:14:29,482,23.23,249,41.84
2025-05-11T12:14:30,482,23.23,249,41.84
2025-05-11T12:14:31,482,23.23,250,42.09
2025-05-11T12:14:32,483,23.59,251,42.34
2025-05-11T12:14:33,482,23.23,254,43.09
2025-05-11T12:14:34,482,23.23,256,43.59
2025-05-11T12:14:35,482,23.23,254,43.09
2025-05-11T12:14:36,482,23.23,252,42.59
2025-05-11T12:14:37,482,23.23,250,42.09
2025-05-11T12:14:38,482,23.23,250,42.09
2025-05-11T12:14:39,482,23.23,248,41.59
2025-05-11T12:14:40,482,23.23,246,41.09
2025-05-11T12:14:41,482,23.23,244,40.58
2025-05-11T12:14:42,482,23.23,245,40.84
2025-05-11T12:14:44,482,23.23,246,41.09
2025-05-11T12:14:45,482,23.23,245,40.84
2025-05-11T12:14:46,482,23.23,246,41.09
2025-05-11T12:14:47,482,23.23,247,41.34
2025-05-11T12:14:48,482,23.23,250,42.09
2025-05-11T12:14:49,482,23.23,249,41.84
2025-05-11T12:14:50,482,23.23,248,41.59
2025-05-11T12:14:51,482,23.23,248,41.59
2025-05-11T12:14:52,482,23.23,249,41.84
2025-05-11T12:14:53,482,23.23,249,41.84
2025-05-11T12:14:54,482,23.23,247,41.34
2025-05-11T12:14:55,482,23.23,247,41.34
2025-05-11T12:14:56,482,23.23,246,41.09
2025-05-11T12:14:57,482,23.23,246,41.09
2025-05-11T12:14:58,483,23.59,245,40.84
2025-05-11T12:14:59,482,23.23,243,40.33
2025-05-11T12:15:00,483,23.59,244,40.58
2025-05-11T12:15:01,483,23.59,244,40.58
2025-05-11T12:15:02,482,23.23,246,41.09
2025-05-11T12:15:03,483,23.59,245,40.84
2025-05-11T12:15:04,483,23.59,245,40.84
2025-05-11T12:15:05,483,23.59,245,40.84
2025-05-11T12:15:06,483,23.59,245,40.84
2025-05-11T12:15:07,483,23.59,246,41.09
2025-05-11T12:15:08,483,23.59,248,41.59
2025-05-11T12:15:09,483,23.59,248,41.59
2025-05-11T12:15:10,483,23.59,251,42.34
2025-05-11T12:15:11,483,23.59,251,42.34
2025-05-11T12:15:12,484,23.95,253,42.84
2025-05-11T12:15:13,482,23.23,253,42.84
2025-05-11T12:15:14,484,23.95,251,42.34
2025-05-11T12:15:15,484,23.95,251,42.34
2025-05-11T12:15:16,483,23.59,252,42.59
2025-05-11T12:15:17,483,23.59,252,42.59
2025-05-11T12:15:18,482,23.23,249,41.84
2025-05-11T12:15:19,482,23.23,247,41.34
2025-05-11T12:15:20,483,23.59,247,41.34
2025-05-11T12:15:21,483,23.59,251,42.34
2025-05-11T12:15:22,482,23.23,249,41.84
2025-05-11T12:15:23,482,23.23,245,40.84
2025-05-11T12:15:24,482,23.23,244,40.58
2025-05-11T12:15:25,482,23.23,244,40.58
2025-05-11T12:15:27,483,23.59,244,40.58
2025-05-11T12:15:28,483,23.59,244,40.58
2025-05-11T12:15:29,482,23.23,244,40.58
2025-05-11T12:15:30,483,23.59,247,41.34
2025-05-11T12:15:31,483,23.59,251,42.34
2025-05-11T12:15:32,483,23.59,254,43.09
2025-05-11T12:15:33,483,23.59,252,42.59
2025-05-11T12:15:34,483,23.59,250,42.09
2025-05-11T12:15:35,483,23.59,251,42.34
2025-05-11T12:15:36,483,23.59,254,43.09
2025-05-11T12:15:37,483,23.59,254,43.09
2025-05-11T12:15:38,483,23.59,255,43.34
2025-05-11T12:15:39,483,23.59,255,43.34
2025-05-11T12:15:40,483,23.59,252,42.59
2025-05-11T12:15:41,482,23.23,249,41.84
2025-05-11T12:15:42,482,23.23,246,41.09
2025-05-11T12:15:43,482,23.23,247,41.34
2025-05-11T12:15:44,482,23.23,247,41.34
2025-05-11T12:15:45,482,23.23,247,41.34
2025-05-11T12:15:46,482,23.23,247,41.34
2025-05-11T12:15:47,482,23.23,246,41.09
2025-05-11T12:15:48,482,23.23,246,41.09
2025-05-11T12:15:49,482,23.23,246,41.09
2025-05-11T12:15:50,482,23.23,247,41.34
2025-05-11T12:15:51,482,23.23,247,41.34
2025-05-11T12:15:52,482,23.23,247,41.34
2025-05-11T12:15:53,482,23.23,248,41.59
2025-05-11T12:15:54,482,23.23,248,41.59
2025-05-11T12:15:55,482,23.23,249,41.84
2025-05-11T12:15:56,482,23.23,248,41.59
2025-05-11T12:15:57,482,23.23,248,41.59
2025-05-11T12:15:58,481,22.87,248,41.59
2025-05-11T12:15:59,481,22.87,246,41.09
2025-05-11T12:16:00,482,23.23,246,41.09
2025-05-11T12:16:01,482,23.23,246,41.09
