GOTOES_CSV,timestamp,position_lat,position_long,altitude,heart_rate,cadence,distance,speed,power,compressed_speed_distance,grade,resistance,time_from_course,cycle_length,temperature,,,,speed_1s,cycles,total_cycles,,,,,,,,,compressed_accumulated_power,accumulated_power,left_right_balance,gps_accuracy,vertical_speed,calories,,,,,,vertical_oscillation,stance_time_percent,stance_time,activity_type,left_torque_effectiveness,right_torque_effectiveness,left_pedal_smoothness,right_pedal_smoothness,combined_pedal_smoothness,time128,stroke_type,zone,ball_speed,cadence256,fractional_cadence,total_hemoglobin_conc,total_hemoglobin_conc_min,total_hemoglobin_conc_max,saturated_hemoglobin_percent,saturated_hemoglobin_percent_min,saturated_hemoglobin_percent_max,,unknown61,device_index,,,,unknown66,left_pco,right_pco,left_power_phase,left_power_phase_peak,right_power_phase,right_power_phase_peak,enhanced_speed,,,,,enhanced_altitude,,,battery_soc,motor_power,vertical_ratio,stance_time_balance,step_length,,,,,,absolute_pressure,depth,next_stop_depth,next_stop_time,time_to_surface,ndl_time,cns_load,n2_load,,,,,,,,,,,,,,,,grit,flow,,ebike_travel_range,ebike_battery_level,ebike_assist_mode,ebike_assist_level_percent
,2025-05-11T12:27:50,38.5396656,-121.7986170,,140,,0.00,,65535,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.532,,,,,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:27:51,38.5396651,-121.7985826,,141,,2.80,,162,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.076,,,,,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:27:52,38.5396626,-121.7985379,,143,,6.91,,162,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.814,,,,,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:27:53,38.5396611,-121.7984817,,144,60,12.14,,164,,,,,,30,,,,,,,,,,,,,,,,487,175,,,,,,,,,,,,,0.0,0.0,0.0,32.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,18.810,,,,,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:27:54,38.5396610,-121.7984086,,146,62,18.46,,445,,,,,,30,,,,,,,,,,,,,,,,932,175,,,,,,,,,,,,,0.0,0.0,32.0,33.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,22.741,,,,,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:27:55,38.5396560,-121.7983253,,148,77,25.40,,332,,,,,,30,,,,,,,,,,,,,,,,1264,165,,,,,,,,,,,,,0.0,0.0,30.0,31.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,24.991,,,,,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:27:56,38.5396548,-121.7982403,,150,77,32.67,,395,,,,,,30,,,,,,,,,,,,,,,,1659,180,,,,,,,,,,,,,0.0,0.0,30.0,31.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,26.168,,,,,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:27:57,38.5396539,-121.7981491,,151,80,40.45,,360,,,,,,30,,,,,,,,,,,,,,,,2019,178,,,,,,,,,,,,,0.0,0.0,33.0,33.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,28.015,,,,,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:27:58,38.5396529,-121.7980545,,153,88,48.67,,303,,,,,,30,,,,,,,,,,,,,,,,2322,175,,,,,,,,,,,,,0.0,0.0,33.0,30.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,29.592,,,,,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:27:59,38.5396517,-121.7979559,,155,90,57.22,,282,,,,,,30,,,,,,,,,,,,,,,,2604,179,,,,,,,,,,,,,0.0,0.0,32.0,31.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,30.769,,,,,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:28:00,38.5396503,-121.7978532,,156,91,65.98,,273,,,,,,30,,,,,,,,,,,,,,,,2877,176,,,,,,,,,,,,,0.0,0.0,33.0,33.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,31.543,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:28:01,38.5396488,-121.7977502,,157,97,75.02,,380,,,,,,30,,,,,,,,,,,,,,,,3257,179,,,,,,,,,,,,,0.0,0.0,33.0,33.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,32.548,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:28:02,38.5396477,-121.7976443,,159,99,84.19,,200,,,,,,30,,,,,,,,,,,,,,,,3457,177,,,,,,,,,,,,,0.0,0.0,33.0,33.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,33.019,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:28:03,38.5396470,-121.7975373,,160,99,93.39,,191,,,,,,30,,,,,,,,,,,,,,,,3648,180,,,,,,,,,,,,,0.0,0.0,25.0,33.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,33.120,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:28:04,38.5396451,-121.7974315,,161,100,102.58,,140,,,,,,30,,,,,,,,,,,,,,,,3788,169,,,,,,,,,,,,,0.0,0.0,25.0,30.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,33.088,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:28:05,38.5396418,-121.7973238,,162,100,111.86,,166,,,,,,30,,,,,,,,,,,,,,,,3954,172,,,,,,,,,,,,,0.0,0.0,29.0,33.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,33.221,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:28:06,38.5396377,-121.7972171,,163,100,121.04,,169,,,,,,30,,,,,,,,,,,,,,,,4123,176,,,,,,,,,,,,,0.0,0.0,29.0,33.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,33.221,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:28:07,38.5396368,-121.7971089,,163,102,130.34,,156,,,,,,30,,,,,,,,,,,,,,,,4279,172,,,,,,,,,,,,,0.0,0.0,29.0,33.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,33.491,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:28:08,38.5396358,-121.7970014,,164,101,139.69,,126,,,,,,30,,,,,,,,,,,,,,,,4405,175,,,,,,,,,,,,,0.0,0.0,24.0,31.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,33.656,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:28:09,38.5396331,-121.7968952,,164,101,149.05,,160,,,,,,30,,,,,,,,,,,,,,,,4565,181,,,,,,,,,,,,,0.0,0.0,24.0,31.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,33.692,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:28:10,38.5396298,-121.7967886,,164,101,158.39,,160,,,,,,30,,,,,,,,,,,,,,,,4725,178,,,,,,,,,,,,,0.0,0.0,27.0,26.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,33.624,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:28:11,38.5396297,-121.7966823,,164,101,167.67,,124,,,,,,30,,,,,,,,,,,,,,,,4849,169,,,,,,,,,,,,,0.0,0.0,27.0,26.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,33.422,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:28:12,38.5396295,-121.7965769,,164,101,176.97,,136,,,,,,30,,,,,,,,,,,,,,,,4985,175,,,,,,,,,,,,,0.0,0.0,28.0,24.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,33.455,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:28:13,38.5396285,-121.7964696,,165,101,186.24,,158,,,,,,30,,,,,,,,,,,,,,,,5143,181,,,,,,,,,,,,,0.0,0.0,23.0,31.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,33.390,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:28:14,38.5396259,-121.7963622,,165,100,195.50,,135,,,,,,30,,,,,,,,,,,,,,,,5278,179,,,,,,,,,,,,,0.0,0.0,27.0,29.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,33.322,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:28:15,38.5396236,-121.7962572,,165,100,204.69,,136,,,,,,30,,,,,,,,,,,,,,,,5414,173,,,,,,,,,,,,,0.0,0.0,26.0,25.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,33.088,,,,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:28:16,38.5396223,-121.7961522,,166,100,213.82,,133,,,,,,30,,,,,,,,,,,,,,,,5547,175,,,,,,,,,,,,,0.0,0.0,26.0,25.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,32.886,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
