GOTOES_CSV,timestamp,position_lat,position_long,altitude,heart_rate,cadence,distance,speed,power,compressed_speed_distance,grade,resistance,time_from_course,cycle_length,temperature,,,,speed_1s,cycles,total_cycles,,,,,,,,,compressed_accumulated_power,accumulated_power,left_right_balance,gps_accuracy,vertical_speed,calories,,,,,,vertical_oscillation,stance_time_percent,stance_time,activity_type,left_torque_effectiveness,right_torque_effectiveness,left_pedal_smoothness,right_pedal_smoothness,combined_pedal_smoothness,time128,stroke_type,zone,ball_speed,cadence256,fractional_cadence,total_hemoglobin_conc,total_hemoglobin_conc_min,total_hemoglobin_conc_max,saturated_hemoglobin_percent,saturated_hemoglobin_percent_min,saturated_hemoglobin_percent_max,,unknown61,device_index,,,,unknown66,left_pco,right_pco,left_power_phase,left_power_phase_peak,right_power_phase,right_power_phase_peak,enhanced_speed,,,,,enhanced_altitude,,,battery_soc,motor_power,vertical_ratio,stance_time_balance,step_length,,,,,,absolute_pressure,depth,next_stop_depth,next_stop_time,time_to_surface,ndl_time,cns_load,n2_load,,,,,,,,,,,,,,,,grit,flow,,ebike_travel_range,ebike_battery_level,ebike_assist_mode,ebike_assist_level_percent
,2025-05-11T12:40:51,38.5394585,-121.7794372,,120,,0.00,,65535,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.096,,,,,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:40:52,38.5394712,-121.7794649,,122,,2.82,,63,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.145,,,,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:40:53,38.5394882,-121.7795014,,124,,6.80,,63,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.342,,,,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:40:54,38.5395018,-121.7795577,,125,49,11.43,,63,,,,,,26,,,,,,,,,,,,,,,,188,164,,,,,,,,,,,,,0.0,0.0,27.0,32.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,16.661,,,,,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:40:55,38.5395075,-121.7796161,,127,51,16.40,,127,,,,,,26,,,,,,,,,,,,,,,,315,170,,,,,,,,,,,,,0.0,0.0,27.0,32.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,17.903,,,,,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:40:56,38.5395076,-121.7796736,,128,53,21.55,,217,,,,,,26,,,,,,,,,,,,,,,,532,188,,,,,,,,,,,,,0.0,0.0,27.0,32.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,18.508,,,,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:40:57,38.5395103,-121.7797349,,131,53,27.02,,126,,,,,,26,,,,,,,,,,,,,,,,532,188,,,,,,,,,,,,,0.0,0.0,27.0,32.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,19.717,,,,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:40:58,38.5395150,-121.7797981,,133,61,32.71,,126,,,,,,26,,,,,,,,,,,,,,,,784,174,,,,,,,,,,,,,255,255,255,255,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,20.491,,,,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:40:59,38.5395179,-121.7798668,,135,61,38.58,,197,,,,,,26,,,,,,,,,,,,,,,,784,174,,,,,,,,,,,,,255,255,255,255,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,21.128,,,,,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-11T12:41:00,38.5395214,-121.7799377,,136,62,44.69,,197,,,,,,26,,,,,,,,,,,,,,,,1178,199,,,,,,,,,,,,,0.0,0.0,30.0,29.0,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,22.003,,,,,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
