time,v_est,CdA_est,accel_bias,power_pred,acceleration_measured,velocity_measured,power_measured
2025-06-01 15:35:56.014,2.522207507863641,0.3000000001920853,0.0935686326774885,1105.1703171730042,3.229785970704085,2.491111111111111,0
2025-06-01 15:35:56.024,2.5530383861623704,0.30000000016298145,0.09356863271386828,1105.1703171730042,3.203208217749393,2.491111111111111,0
2025-06-01 15:35:56.034,2.583604552783072,0.30000000025029294,0.09356863275024807,1105.1703171730042,3.176656345247466,2.491111111111111,0
2025-06-01 15:35:56.044,2.6139073602389544,0.30000000045401976,0.09356863281573169,1105.1703171730042,3.1501851619807515,2.491111111111111,0
2025-06-01 15:35:56.054,2.6439487009774894,0.3000000005704351,0.09356863280117977,1105.1703171730042,3.1238492627087013,2.491111111111111,0
2025-06-01 15:35:56.064,2.6737310017924756,0.3000000008905772,0.09356863285938744,1105.1703171730042,3.0977027056257698,2.491111111111111,0
2025-06-01 15:35:56.074,2.7032572117168456,0.3000000009487849,0.09356863285938744,1105.1703171730042,3.0717987177488864,2.491111111111111,0
2025-06-01 15:35:56.084,2.7325307819992304,0.3000000009778887,0.09356863287393935,1105.1703171730042,3.04618943024452,2.491111111111111,0
2025-06-01 15:35:56.093,2.7615556633099914,0.3000000010652002,0.09356863288121531,1105.1703171730042,3.020925640345414,2.491111111111111,0
2025-06-01 15:35:56.104,2.790336273610592,0.3000000012398232,0.09356863288121531,1105.1703171730042,2.9960565835241257,2.491111111111111,0
2025-06-01 15:35:56.114,2.818877489771694,0.30000000129803084,0.09356863288121531,1105.1703171730042,2.971629692009021,2.491111111111111,0
2025-06-01 15:35:56.124,2.8471846177708358,0.3000000014726538,0.09356863285938744,1105.1703171730042,2.9476903322395365,2.491111111111111,0
2025-06-01 15:35:56.134,2.8752633698750287,0.300000001618173,0.09356863286666339,1105.1703171730042,2.9242815400513007,2.491111111111111,0
2025-06-01 15:35:56.144,2.903119830880314,0.3000000015599653,0.09356863290304318,1105.1703171730042,2.9014437770965595,2.491111111111111,0
2025-06-01 15:35:56.154,2.930760436458513,0.3000000017345883,0.09356863292487105,1105.1703171730042,2.8792147125507834,2.491111111111111,0
2025-06-01 15:35:56.164,2.958191932644695,0.3000000018218998,0.09356863295397488,1105.1703171730042,2.857629016215606,2.491111111111111,0
2025-06-01 15:35:56.174,2.985421349061653,0.3000000017636921,0.09356863301218254,1105.1703171730042,2.8367181542310203,2.491111111111111,0
2025-06-01 15:35:56.184,3.012455958640203,0.3000000018218998,0.0935686330703902,1105.1703171730042,2.8165102032246896,2.491111111111111,0
2025-06-01 15:35:56.194,3.039303249446675,0.30000000179279596,0.09356863311404595,1105.1703171730042,2.797029714971706,2.491111111111111,0
2025-06-01 15:35:56.204,3.065970877185464,0.3000000019092113,0.09356863314314978,1105.1703171730042,2.778297649405422,2.491111111111111,0
2025-06-01 15:35:56.214,3.0924666377250105,0.3000000020256266,0.09356863313587382,1105.1703171730042,2.760331365155378,2.491111111111111,0
2025-06-01 15:35:56.224,3.1187984300777316,0.30000000217114575,0.09356863316497765,1105.1703171730042,2.743144645578783,2.491111111111111,0
2025-06-01 15:35:56.234,3.1449742196127772,0.30000000237487257,0.09356863317952957,1105.1703171730042,2.72674774719617,2.491111111111111,0
2025-06-01 15:35:56.244,3.171002006623894,0.30000000234576873,0.09356863320135744,1105.1703171730042,2.7111474668988267,2.491111111111111,0
2025-06-01 15:35:56.254,3.196889791637659,0.30000000246218406,0.09356863323773723,1105.1703171730042,2.6963472262697765,2.491111111111111,0
2025-06-01 15:35:56.264,3.2226455493364483,0.3000000025203917,0.09356863327411702,1105.1703171730042,2.682347171650381,2.491111111111111,0
2025-06-01 15:35:56.274,3.2482771892100573,0.30000000266591087,0.09356863325228915,1105.1703171730042,2.6691442912955137,2.491111111111111,0
2025-06-01 15:35:56.284,3.273792534135282,0.3000000028696377,0.09356863329594489,1105.1703171730042,2.656732555393964,2.491111111111111,0
2025-06-01 15:35:56.294,3.2991992910392582,0.30000000301515684,0.09356863330322085,1105.1703171730042,2.6451030857479343,2.491111111111111,0
2025-06-01 15:35:56.304,3.3245050283148885,0.30000000313157216,0.09356863331777276,1105.1703171730042,2.6342443558973123,2.491111111111111,0
2025-06-01 15:35:56.314,3.3497171555645764,0.30000000330619514,0.09356863336870447,1105.1703171730042,2.6241424173377674,2.491111111111111,0
2025-06-01 15:35:56.324,3.3748428970575333,0.3000000032479875,0.09356863345601596,1105.1703171730042,2.6147811482641323,2.491111111111111,0
2025-06-01 15:35:56.334,3.3998892824165523,0.3000000033644028,0.09356863344874,1105.1703171730042,2.606142519646937,2.491111111111111,0
2025-06-01 15:35:56.343,3.4248631270602345,0.3000000035681296,0.09356863348511979,1105.1703171730042,2.598206867462888,2.491111111111111,0
2025-06-01 15:35:56.354,3.4497710331343114,0.30000000359723344,0.09356863350694766,1105.1703171730042,2.5909531553524445,2.491111111111111,0
2025-06-01 15:35:56.364,3.4746193648315966,0.3000000036554411,0.09356863352877554,1105.1703171730042,2.584359208978838,2.491111111111111,0
2025-06-01 15:35:56.374,3.499414252117276,0.30000000371364877,0.09356863357243128,1105.1703171730042,2.578401905468611,2.491111111111111,0
2025-06-01 15:35:56.384,3.524161574896425,0.3000000039464794,0.09356863360881107,1105.1703171730042,2.573057313801889,2.491111111111111,0
2025-06-01 15:35:56.394,3.548866960220039,0.30000000397558324,0.0935686336888466,1105.1703171730042,2.568300796176329,2.491111111111111,0
2025-06-01 15:35:56.404,3.573535778094083,0.30000000406289473,0.09356863370339852,1105.1703171730042,2.5641070878182592,2.491111111111111,0
2025-06-01 15:35:56.414,3.598173138219863,0.3000000040337909,0.09356863372522639,1105.1703171730042,2.5604503776859238,2.491111111111111,0
2025-06-01 15:35:56.424,3.6227838792838156,0.30000000406289473,0.09356863371795043,1105.1703171730042,2.557304412514422,2.491111111111111,0
2025-06-01 15:35:56.434,3.647372577805072,0.3000000040337909,0.0935686337397783,1105.1703171730042,2.5546426355886225,2.491111111111111,0
2025-06-01 15:35:56.444,3.67194354115054,0.30000000409199856,0.09356863373250235,1105.1703171730042,2.552438358851268,2.491111111111111,0
2025-06-01 15:35:56.454,3.6965008159168065,0.3000000041211024,0.09356863378343405,1105.1703171730042,2.550664958603362,2.491111111111111,0
2025-06-01 15:35:56.464,3.7210481888614595,0.3000000042375177,0.09356863376888214,1105.1703171730042,2.5492960727664435,2.491111111111111,0
