alpha,beta,kappa,Q_v,Q_CdA,Q_bias,R_crank,x0_v,x0_CdA,x0_bias,rmse_velocity
0.011750833723882505,1.9962017156530643,0.24011831111028253,0.33344010482788844,0.08854825646002824,1.0170099509049353,778.6645404958683,2.4932141619778383,0.10300443485185637,1.7949082402654752,1.6863781445465547
0.009568453927964436,2.009492057940879,0.6125246359030048,0.35138039183354836,0.010634614346388141,0.9787082331769262,718.4017907135445,2.4826758024736146,0.10230781725606677,1.6594951281654566,1.6865978012841716
0.09544959156331889,2.01,0.011310357129999393,0.3,0.01,1.4125824371834368,900.0,2.498209406465866,0.15222821031525008,2.0,1.686812859358472
0.00045148262076344625,2.0070914555011625,0.17917589847968987,0.3948979422556191,0.014071059346493355,1.2056069708893304,833.7776398389843,2.4951275419826433,0.10067053988537264,1.3954062690465092,1.6868711866058446
0.004464817277119456,1.9978905422014441,0.992231893021987,0.3376962671555511,0.1350510995027382,1.133036960668979,885.1060079433388,2.4956423284912,0.10123931903690084,1.6352879327226322,1.688642629025585
0.1,2.003052244326002,1.0,0.3,0.01,1.1070556484026848,454.96121391094147,2.4811111111111113,0.1,2.0,1.689545556787026
0.04140909245653978,2.009742409416151,0.7610665073261533,0.31972527689667857,0.11505023074038984,1.4528490738002404,611.8595458937899,2.486506235675777,0.10054230783565041,1.74921551903427,1.6896906330423584
0.016864682105088295,1.991586656032471,0.7020029002453221,0.3726033227158318,0.176304841145621,1.3179179364542828,881.4096661396411,2.4948554935840703,0.10746805774572196,1.8245192043888427,1.6901795973294222
0.0001292051483856977,1.9958312566584306,0.27879855230532075,0.32772927600601026,0.03955417344605769,1.2049218980841276,877.771380244959,2.484867263504761,0.1010105999832073,0.7070118505501167,1.6911657457440938
0.00033641186533999877,2.0000709236214598,0.05689721168417429,0.30705180945375005,0.1331049133876382,1.2155198255293433,641.4383146901353,2.481587268216128,0.10060176395874135,0.6210684530516485,1.6923401535858837
0.0002538227759687427,1.991299603058447,0.9730004672168493,0.31898322803406665,0.02864213639356842,1.2927672089733455,574.721637437848,2.4922150715845452,0.10016665737546979,0.6912829021768973,1.6924490587097631
0.0001,1.99,1.0,0.3,0.09920051091219656,1.5,900.0,2.494281566540489,0.1,0.0,1.6937861113837647
0.035499675601157736,2.0022738494010923,0.5937229045697147,0.3386725227058228,0.18982193900758274,1.3631033132882806,880.5359093326621,2.49696185389433,0.10799369409508411,0.9242316660074192,1.6965939368467846
0.1,2.01,1.0,0.3,0.01,0.8645962267371146,511.73558837796674,2.4811111111111113,0.1,0.9580810194601276,1.6974319811371883
0.00016343860181672416,2.005992977860352,0.0019494156820306645,0.30093362297739124,0.06616220515224827,0.9515090144487137,516.352131154823,2.5000980713763985,0.10831106294272116,1.2640842598007929,1.6979620510684037
0.0025462634231823655,2.006257503956022,0.4396634729414367,0.3104926192526491,0.2050816556746183,1.4345157591712203,665.9411902049824,2.4812823082501714,0.10446761677153413,0.7379096266618619,1.6989173710560697
0.009246023740247468,1.99,1.0,0.3,0.03632957478622741,1.5,601.8186482749157,2.4811111111111113,0.1,0.9510132262457819,1.6990801798043327
0.00010904449703100775,2.0059778387149345,0.8204516953104221,0.3787923909650547,0.0186252330520316,1.0240634206991537,684.4249031242947,2.482203209860127,0.11198730506368501,1.984565129494227,1.699256245287493
0.027821520656241022,2.01,1.0,0.3,0.24779555553263358,1.5,900.0,2.501111111111111,0.1,0.0,1.700938234288724
0.0035056848996990004,2.0085893139445083,0.4034032021624348,0.3060797327471395,0.1472986080844365,1.3698580108943976,670.8999789825319,2.4916386504060943,0.10476511710759501,0.1317366750976896,1.702425042232766
0.06198405395419372,2.000081426343886,0.3275064818325834,0.31952327887652804,0.04549899176287131,0.781980882085652,632.89154139849,2.484673537430047,0.10052272685415395,1.8934274306670071,1.7026571516563758
0.00015595950845217013,1.9939543456335804,0.7374179725631732,0.44042685462761044,0.021602510480579068,1.398564090505173,888.2303667627917,2.4835485691144092,0.12010438955582589,1.9128455451618862,1.702757681444063
0.0022407186913464897,2.00433079978645,0.7427005807915662,0.3494585635517455,0.25573644979372945,1.4314435161044579,883.2553415037413,2.490614323568432,0.1039669712697889,1.7475615195147864,1.703469139393693
0.0012898290391689703,1.9929085705571434,0.028101722659976555,0.36212431448787025,0.17568567855627246,1.2185325263475029,664.4714452199743,2.4908863568720103,0.10080882052961322,1.9017531359618138,1.7034859384127936
0.0001,1.99,0.0,0.3,0.3,1.5,900.0,2.501111111111111,0.1,2.0,1.7037051684702316
0.0001,1.99,0.0,0.4784462997543683,0.19983879873539592,1.5,900.0,2.5005116298191505,0.1,2.0,1.7049196754915352
0.011089315342809485,1.9906045226739528,0.08940164967877352,0.32391164577272413,0.013767614821383573,1.2622320922212196,882.6117466604168,2.4855370962168513,0.1002615105113778,0.35981933634430435,1.7057045701043139
0.00010210301531946783,1.990903454493749,0.21070065509677688,0.307836279865852,0.17978211399111116,1.4275689737820345,559.0187421339766,2.4867643754810844,0.10146099666808248,0.550825122662011,1.7066695322715368
0.056560911019993124,2.01,1.0,0.3,0.01,1.5,620.0952820659397,2.501111111111111,0.1,0.0,1.7074891169447084
0.0011469475300262618,2.0064038378199296,0.7459356600445401,0.3062553599475173,0.017898929674686235,1.165009033329822,874.4695878660509,2.4866748699275427,0.12996872940269202,1.130078789125281,1.7101971004071128
0.0015541433923077664,2.0073516696818543,0.5744222796534583,0.3230005663021727,0.026817941315086614,1.3274824153424922,511.077392759842,2.5001155065687075,0.1155697621928238,1.82771446581897,1.7120056014781526
0.007285093801876412,1.991059177744976,0.5175679316017543,0.30355280109492316,0.1640207843631352,1.4302822695130706,494.475505135069,2.494705860181966,0.11353153805398394,1.7037668471161709,1.7144698575364818
0.1,2.01,1.0,0.3,0.01,0.7568047066052213,900.0,2.4811111111111113,0.1,2.0,1.7186072265229437
0.0013052184258034243,2.00205764605603,1.0,0.3,0.01,1.5,578.9845563919037,2.4990506239305965,0.16131385007293342,2.0,1.7217339017686761
0.0003789856070644806,2.0027499211641286,0.8072745788155498,0.4858634180655351,0.10384543992364624,1.3718304013235116,874.6021219392909,2.4949654265687355,0.10427592756646045,1.0725528249071878,1.722409794566965
0.02887924653441452,1.9932260326412117,0.3640939927219378,0.4795914064334983,0.14686369423617002,1.1867982738468497,891.8881879671937,2.4949187640282053,0.10250302892784949,1.9768793559991997,1.7230244081832065
0.0007605423736343145,1.99,0.48059594614914947,0.4765952665877381,0.2002876450667551,1.5,900.0,2.4866410036871054,0.1,0.8254914593975003,1.723133507699351
0.0001,1.99,1.0,0.3,0.01,0.2546538844933339,311.99525500631773,2.484137651574868,0.1,0.0,1.72389569261392
0.1,2.0025673793496934,0.0,0.3,0.01,0.1,172.51685199954358,2.4814631447300104,0.1,0.0,1.7247935352434098
0.032885889676143254,2.005779952346299,0.03912485243647735,0.3189475325649121,0.037408335005753475,1.1551525872930413,479.4290090188464,2.500244545855325,0.10980664750840716,0.25511914613108827,1.7266821723930985
0.06631640971142383,1.9950566990880234,0.09764005132630663,0.3880050107458417,0.179167778138913,1.433153453767108,848.8536508103034,2.4984734859998348,0.10386291753509294,0.0869758650468926,1.7283863201836416
0.015499289739371671,1.992530655963011,0.8507194023978032,0.34255471393522524,0.11735212200949455,1.1612978918795622,429.5962680067819,2.49513215752382,0.10791893276703216,1.6586961616116842,1.7292535987803264
0.05914696534428134,2.0075136000359386,0.6770091305451672,0.548826638812973,0.07600912263474043,1.4888100177950234,896.4635528542442,2.498057391742317,0.10922154003890663,1.4812852160250527,1.730553240783544
0.00011939835015380151,2.00720608287213,0.9484917042665743,0.4083244188910697,0.01852418200345007,1.1094247300682414,611.3853410428287,2.482537285661721,0.10818310718768329,0.8743890180259295,1.7305815522658843
0.0037673498313777402,1.9972673337924265,0.19144041505878534,0.3166219781301003,0.018865597349853797,0.7419206272349825,461.70935466539754,2.4995042088809507,0.11839698168790483,1.7382306434442718,1.7326912800285736
0.0018082730253461648,2.007420919178239,0.31393717469931065,0.30270298617479996,0.13296232802309446,1.4588928202157836,790.0386242990787,2.4830881946942576,0.16450569011152966,1.1843239307274809,1.732948805117647
0.042649717960135884,2.0085967665634445,0.6912654769976089,0.308348537572673,0.017753442106879694,1.4955349773520772,842.6258468808542,2.4868266183589345,0.14148192579177385,0.22113124519739685,1.7349650423424166
0.1,1.99,1.0,0.3,0.01,0.22015277338950742,389.7351314351311,2.5004526151133755,0.1,0.0,1.7354857722156012
0.07443276328387584,2.004877609495548,0.47320813861230443,0.33343910234765445,0.10217035047283814,1.2233619676454968,844.7337871181676,2.4851859042369195,0.10684536146405987,0.24648991465833103,1.7358272723266974
0.0018804980420079925,2.00071502489975,0.7574987345827351,0.3458472056760152,0.0232601956132258,1.184285342284397,638.6655790905965,2.483782483235487,0.15892150748939005,1.9041779677452875,1.7368370322572397
0.0067934825419912115,2.0051366539025004,0.5947943047881955,0.3,0.3,1.5,627.157019852087,2.490369094667627,0.1,2.0,1.7370572885641342
0.07200199257320566,2.0050486024194503,0.9575880607525842,0.3238749132526186,0.07949359973407762,0.9181244273927314,818.9441212126989,2.493546133177131,0.1027593249913338,0.9163723727615738,1.7373609383130413
0.0001,1.9925551792214684,0.9664632189053131,0.6062362308541906,0.01,1.2111832783530512,900.0,2.4811111111111113,0.1,2.0,1.739766877062498
0.0001,2.01,0.0,0.49246945181070745,0.01,1.5,900.0,2.4811111111111113,0.1,0.327334136906799,1.7410613287213579
0.0008035327985273299,1.9999614605294114,0.11731367286447239,0.4744060584968952,0.10388667517974211,1.0666749411923582,833.2663127846007,2.486766894980242,0.10012612159806508,1.3050327169670501,1.7418355178312517
0.1,1.99,0.41759232018321746,0.4632601433107827,0.01,0.8969809177326102,509.3718781282449,2.498400705689582,0.1,2.0,1.7427050598629754
0.011633955393650587,2.007818280232094,0.9701443191452598,0.3701712054144755,0.1058510655834075,1.3533562412048779,447.2506803256022,2.4965689714015267,0.10000306632757991,1.1305957105328115,1.7450503704864473
0.0017587011622954593,1.9916619490686887,0.45124411448620416,0.32016465834826546,0.01310711260977456,1.493819345102131,835.6503058390549,2.4878099213632403,0.18114489854580546,1.2875017181811035,1.7474180898813656
0.008909243000470187,1.992329050650941,0.968650761581524,0.30711552286855925,0.11267124886154609,0.44584689932774657,261.12602542745026,2.490953502048005,0.11735314044495657,0.07690943792857642,1.7503304393243493
0.060658040773365854,2.00883517506721,0.906989770238185,0.31967064524347993,0.02428088132135349,1.499899143018441,455.08976607461136,2.49296043940742,0.1040801328840755,0.45075771572181955,1.750375527168082
0.003687035901503698,2.005523896112198,0.40494950584375977,0.3214906686897454,0.04255194957316625,1.0657033735268773,322.17735702560105,2.498519731225935,0.10382481024770132,0.6531274250322038,1.750989695415993
0.1,1.99,0.811708088833184,0.6899775635254857,0.01,1.5,900.0,2.501111111111111,0.1,2.0,1.7527527842730388
0.0005844561814549428,2.0068848223411346,0.4487602585445888,0.30693323879452555,0.1504203956040962,1.4897281101600421,402.78196364215074,2.4962656523842464,0.12543064737714668,1.907180323042566,1.7552678253537068
0.0001074605086281141,2.001830677192854,0.19643616850875362,0.32180788286154616,0.2526751236097881,1.4995290738047813,553.7372561053468,2.493188610628197,0.11066452231408405,0.01712294137925197,1.7566440331144835
0.00015251938602045507,2.0089925363414234,0.3986157896142963,0.31819924778231373,0.04754194478791863,1.0370036243047795,285.96702270256117,2.484783626317404,0.1022684190428075,1.715268725811074,1.7577670935206993
0.00014825328402208452,2.00261314316025,0.7666908502464747,0.32202697641727335,0.29411959669496496,1.4008458064113944,803.1898023516404,2.4811715010044226,0.1037029623595517,0.6349957782943055,1.7652057192210218
0.023110417412404112,2.0034063823318586,0.12069881122385798,0.472936065860601,0.15763570651763734,1.3048345875300154,534.7817628459386,2.4945351814499057,0.10020239004604356,0.5793667931077003,1.768631002094692
0.07343417459994632,2.0092707776849137,0.5707235078564126,0.7010027363471591,0.1696551403862465,1.4932046639518957,829.1050701346433,2.4817954033199805,0.1038106047271993,1.9713488151129093,1.7719352086732076
0.0002761521997015022,1.9967451151510873,0.10293339653363845,0.4071859088095181,0.018294897083000417,0.668049883225843,503.2973862318834,2.5005953548560083,0.10922523946216786,1.9954736256756043,1.7720269527840078
0.008385021159507875,1.991107448519297,0.49537146492057693,0.3006382028171005,0.17449413241522888,1.1010252416272752,890.0952706261434,2.4924532699101114,0.1373814149525869,1.7361800792487276,1.7728973720053605
0.004344157014263929,2.005205368274174,0.6024488587511505,0.3121861346637679,0.051825924810282975,0.6935932759984693,248.60140667450037,2.485589702492035,0.10003367767474872,1.9752925910508583,1.7736672164751477
0.00045272241157149636,2.0080073114217627,0.7899343196039589,0.35330939002967077,0.02517432424959013,0.39146863835545165,607.0663803905733,2.4884301542783738,0.10832733680930196,0.10936111949141837,1.7739923161319449
0.0009496741295934155,1.9956187590178665,0.9445964936691917,0.33259907694387836,0.11843293439389234,0.794080457970835,669.4695533985157,2.4924048681659308,0.11193103911442218,1.9462889168693016,1.7753757473496843
0.001451601301265762,2.00260363151085,0.4072803698839237,0.5993571683825816,0.011920632323878624,1.2923536323275486,578.0508053501296,2.493588810557341,0.10123452354878568,1.5256597803576384,1.7761549533999268
0.0023601800922683296,1.9973539810871253,1.0,0.43686508058116275,0.01,0.6877512351535933,602.3213434526612,2.4947186495969675,0.1,1.4026287710876986,1.7785406092575613
0.0014528469449806207,1.9947343665752926,0.8372976785240711,0.6793958415320852,0.026262505085332406,1.2784854041844966,856.3779818481281,2.500676496777194,0.10438764327448903,1.1962202723504285,1.7806765907802025
0.003920318204139646,1.9963309866480086,0.2515290043197657,0.5009907128436071,0.233663158834689,1.4964374798995344,536.1739557115488,2.489890133576564,0.10197415269193447,1.6208843598973912,1.7836173583504809
0.0032649584081828288,1.9989133892601807,0.418120646924829,0.31006147740935724,0.11092445851510997,0.8377858048812469,420.6383447112466,2.499416346522917,0.12811380443463258,1.8991789417131821,1.783847354537511
0.004596766779868254,2.001909340934152,0.48501412253169096,0.323285458095172,0.07443131474577853,1.339338790772309,302.4626218279107,2.4844958401519506,0.10335465356959081,1.9739084833908511,1.7839675554932823
0.1,1.9969095131167853,0.07527251968016224,0.6665778993264804,0.01,0.9490273773165708,900.0,2.4909202805591377,0.1,2.0,1.7868649550234377
0.003669491574273574,1.9955013938934847,0.9180688889083986,0.33483448633655916,0.01938052309002313,1.4178286270199574,412.5207244833348,2.487217187215854,0.18672533313279166,1.9898630971808877,1.7882906545726196
0.00039051361439669026,2.0086402032060224,0.7310200965438143,0.5982449932821898,0.14824123205026285,1.4679428007126525,877.4443719523922,2.485344906499061,0.10560123907664756,0.15049736764761915,1.7910518733637553
0.1,1.99,0.16716169935609754,0.617455123760006,0.01,1.5,591.2527605746677,2.501111111111111,0.1,0.8818562239501002,1.791547502453155
0.00019535286766683406,1.9963343784605405,0.022815581196725002,0.5626604789676967,0.15912512113152835,1.0675887880473736,624.9611494193648,2.494067550192677,0.1001415814463654,1.761735188829998,1.7927490875241356
0.013222606470405854,1.995498807494175,0.941835599680067,0.321750635433389,0.12826246125376886,0.2702145305533733,255.70120098493896,2.490963889262774,0.10286049735108402,0.04986344058026561,1.793175046867763
0.07053705258671522,2.001063669387743,0.6057508327440458,0.37270040899976203,0.03183253003989421,0.8104630316892878,569.9271031589891,2.4925820403761376,0.10289642091524462,0.34595161134284386,1.793687449405473
0.003681216707719969,1.9955435960747046,0.7806132029813435,0.5975704972100819,0.014318933498163232,0.9442832093865189,598.941035727741,2.4928389298151776,0.10755601792262545,1.4743572752842637,1.7957325098412733
0.015081677275149396,2.0012764646374337,0.38571073944956835,0.4583282750855304,0.01441017432735962,1.2232723610999119,431.75818295590614,2.48226725999307,0.10854161283407246,0.07169405116738538,1.7958501926331012
0.03330521786122301,1.995207644201966,0.8819157874787047,0.5856155965099329,0.10163287935975526,1.2216780931928373,847.1271755460119,2.4893440178682313,0.10068624970260662,0.3880230624056288,1.8019050931862992
0.0028490965368325495,1.996058146733294,0.8708278421728148,0.3181423608197331,0.011835317503654345,0.5632738034360628,298.9216850045358,2.4919613709364974,0.11085455628897697,0.461928702922752,1.8027138106044798
0.06875219617960958,1.990890556255216,0.18708631362252273,0.3509862417034782,0.15562821627971335,1.3813756648376427,582.3991343507587,2.496116568072073,0.18610197424864433,1.99771470021272,1.8027534336583158
0.0010397555634512497,2.0040456813669203,0.35383330347849523,0.8311652797628577,0.09970246581124109,1.3506977661253616,774.7844654674035,2.492083205804193,0.10435130535323028,1.9702866364774927,1.805299130126743
0.1,1.99,1.0,0.4365733340718423,0.01,0.1,15.0,2.486165474822959,0.1,0.0,1.8065659491324482
0.1,2.01,0.0,0.6922379327078322,0.01,1.5,563.2414945258596,2.4811111111111113,0.1,2.0,1.8071054926675885
0.0025383918134431046,2.003061838970414,0.4655811099744818,0.7940726257863551,0.20714648233597396,1.4891930585813469,827.1739063068263,2.5008517588575585,0.10029118943397329,1.2756954598243206,1.8077951996355441
0.0009667258925721428,1.9920193963695163,0.8235666438905455,0.3027870338146536,0.0538973754320295,0.34465435809712297,325.73290786592537,2.4814134222302373,0.25816518741252004,0.02553573908960028,1.811824598058794
0.00027627464614052375,1.994004017267012,0.7884577133140986,0.6037724359025467,0.032363106265512614,1.0009386228962656,560.8136231955785,2.4889990197258913,0.1,0.6781772814829019,1.8119296572968955
0.1,1.99,0.0,0.5043584396415743,0.01,0.2767726675252888,205.03666384198274,2.501111111111111,0.1,0.0,1.8127139558318088
0.0001,2.01,1.0,1.0,0.01,1.5,900.0,2.4811111111111113,0.1,2.0,1.816554217625732
0.017470318716126632,1.9947077076299382,0.3982597982340417,0.3560258408269262,0.1284503375045593,1.0459577811579832,236.19411845721078,2.486242464099331,0.10058511670855161,0.08428992928358371,1.8175120558257725
0.07990048015147727,2.0018362260177205,0.4455571940467917,0.31552853078920223,0.17156296660845557,0.924477612303731,452.53657665639713,2.4846337406935475,0.10769722191747391,0.46098944976398315,1.8197008137900113
0.020661297084336627,1.9933552171141347,0.7554165460742533,0.8057538052718152,0.06302843026685971,1.4604072140681623,782.7892891129538,2.482494951880097,0.10024196124645465,0.4946161601592537,1.8206749854340534
0.0007786817424135898,1.9913458623166678,0.01278162994168264,0.33019629933635897,0.024390672859932794,1.3389684970363207,760.6247822250768,2.489587602338958,0.1529450546496694,0.008939348399475302,1.8216956029541786
0.09253150056742473,1.9901768536610156,0.5955620924562864,0.4583190905242008,0.1012342815223865,1.4882786738305223,431.71558543084274,2.4962595531789415,0.14988887268268192,0.059261036687797045,1.8228422455634663
0.0003614685264718033,2.01,0.9211234436983078,0.3,0.01,0.9161025650957795,693.0859468758706,2.4811111111111113,0.1,0.0,1.8239950870495547
0.003250915667841538,1.9985168113031448,0.47437172002323136,0.30783815870564885,0.012003300283731847,1.3209214775169467,380.4609558594074,2.491050699318417,0.1877960304949543,0.015569287270931213,1.829396000410663
0.002981717390417459,1.9922334645448365,0.7673065665461287,0.3,0.01,0.8420865164677312,900.0,2.4883254947179676,0.16532999233724302,2.0,1.8300094412166326
0.07524764777434442,1.9947881610633813,0.08764436443602576,0.9824115865400433,0.028132867314719166,1.3161232246860797,869.9630806591662,2.4999661636791464,0.10288790857797972,1.7815920279936548,1.8302328228685671
0.010976209797987408,2.0001165764571986,0.8644404666125594,0.3459866812472034,0.010880490709817706,0.13788412739045663,168.59217308556487,2.4977800792941345,0.11951598095773328,0.32337041454249543,1.831439265962699
0.010391998080421528,2.007968920974111,0.09709171702498526,0.6435718925890549,0.22976212772199567,1.5,571.0793454589633,2.4860341114050883,0.1,0.0,1.8338325868205843
0.001429731679983367,1.9956313193273703,0.11123376640707264,0.31487321807218055,0.02464006610530224,1.4994423820845908,628.8011730259519,2.491987878074985,0.24620506533008263,1.9227617047469323,1.8354443369576499
