alpha,beta,kappa,Q_v,Q_CdA,Q_bias,R_crank,x0_CdA,x0_bias,rmse_velocity
1.2782772978307738e-06,2.000485893106403,7.484900318380272e-05,0.030722531802344983,0.001,1.4138342493200897,270.3611495760064,0.0,0.7724195695058546,1.0866846679848554
1.2632405424870928e-06,2.0009944790608944,7.178750331765686e-05,0.010747637297907085,0.006266942516100407,1.7728808632195434,271.3709792717854,0.0016700102299732514,1.203851016494399,1.1600980947628237
1.90283178036867e-06,2.000100657084297,7.266471009677169e-05,0.007845468370174432,0.0010407439907751065,1.4408659096040957,242.64092920655304,0.0040510325810849245,0.32028359698567327,1.1966591158644
2.0170356091845132e-06,2.000500984901015,4.506775774264883e-05,0.005731808306574656,0.0014323567362370857,1.3292619172898843,83.05426472737672,0.17675419753796742,0.4494128404799899,1.2427908500009914
1.2716772000336885e-06,2.0007983386375523,7.597435148301759e-05,0.033127742569406184,0.001,1.5592698447557405,249.0251270851805,0.0,1.768351750827297,1.288930999439584
1.09101636447577e-06,2.0009141168299354,9.379761444698908e-05,0.019993899637811462,0.008036404008098259,1.9014038066341499,154.43793013484182,0.027335951465094856,1.8725062660071023,1.332258161921327
1.1399857455111687e-06,1.9998028804569106,9.964138452041821e-05,0.002140239149807505,0.0030359616767584104,0.6060328010010029,28.508066128114976,0.1460676341009236,1.3715242497700415,1.3549471092547134
2.5931946401402187e-06,1.999111905857734,9.803012346017996e-06,0.0007926437102680098,0.007309032854019379,1.0770178634778869,265.1618188045203,5.8905478906468036e-05,0.08429641475348616,1.4224691914396173
1.2680383903164304e-06,1.9996966372954266,9.66676145174189e-05,0.048425974054779025,0.005422403846448633,1.4679435709159896,288.95511713519767,0.01997217884008652,0.11732840753179,1.4292104838917925
1e-06,1.999,0.0001,0.0,0.001,1.0798027407921458,248.71210506332673,0.0,0.7648051864706309,1.4962876763819024
1.0169721224684669e-06,1.9995531667797386,2.2602997996317082e-05,0.0060078395409208915,0.004088242570403498,1.7919073470736115,92.56641079501588,0.009330796771583851,1.7376316546178017,1.5138804752800892
1.477292586093973e-06,2.000993215292398,9.45473798179337e-05,0.048825605524644516,0.0017268890038548736,1.4467624690511212,50.397525045926386,0.001340585609455447,0.12748467082044204,1.549539757338041
1.4335985801819133e-06,2.000755073264481,9.922860809582373e-05,0.00271837353575995,0.003361362394146319,1.9237190038318315,213.09114804957724,0.02832741742440737,1.868110166394496,1.5565699731874532
1.153192711039901e-06,2.001,2.870885304508848e-05,0.007617079014568262,0.012444926966016363,0.5316561444262883,119.95441741548697,0.17105690917967387,0.6535078353720674,1.567120892350665
1e-06,1.999,9.590331260075186e-05,0.030162720903475233,0.004210916180661736,0.7824470773241461,218.14583955760324,0.08461307071507702,0.0,1.5917739662821278
1e-06,2.001,0.0001,0.0,0.001,1.7202328585642812,49.54308893962196,0.0,1.0690525571015002,1.600066808119121
1e-06,1.9996068838166314,0.0001,0.0,0.001,1.6944827561867755,256.73850401210757,0.0,1.8059269896120747,1.6116411769264576
1e-06,2.000902806584903,9.732206570549289e-05,0.003388945900739413,0.001,1.465216848913716,126.1204021160763,0.11212982263883621,1.7268153569276867,1.6193987400825314
1e-06,2.001,7.425142863386177e-05,0.01788998117414501,0.0033748670361359334,1.530087284757328,236.38827545266665,0.007505820392406477,0.900563596040814,1.6600587682543098
1.3359985751303654e-06,2.000749595380407,7.339760068624177e-05,0.02255331539813928,0.06409001487988446,1.7847037993298995,251.6204437405367,0.14524989333851107,0.8262051765750065,1.6671068980777877
3.395892008889068e-06,2.0009392648116533,2.970183571076878e-05,0.01439344079350022,0.012503138442013867,0.7725905566717681,150.81548147678276,0.16972953876706662,0.4436703340254081,1.6792487710489636
1e-06,2.000679119458503,0.0001,0.05,0.001,2.0,155.5774789957669,0.0,0.9480829560054447,1.6941753653040321
2.4296704282617985e-06,2.000074244099555,8.975402671301778e-05,0.0006675360308954161,0.0010104379125976184,1.2979237765754847,179.3048284515449,0.18664590244811546,1.5991019731700928,1.6993873524843912
1e-06,2.001,0.0001,0.0,0.001,2.0,5.0,0.0,2.0,1.725249018571364
3.2677777539169246e-06,1.9996375209625714,1.1227476186767585e-05,0.005188463635171205,0.002094417085312587,1.0140534067260325,114.59932650774708,0.001710395442120827,0.1661209959478658,2.071563306721993
1.5327622839307345e-05,1.9996997983012919,9.569577675015776e-05,0.0018040096513973374,0.0014567729047581229,0.7267740600814119,164.83854854769348,0.11840632315636068,1.9907776898715015,2.1608609241740107
5.892541829544278e-06,2.000460117011524,6.660311020024014e-06,0.009281863472307951,0.001,0.7559158898284191,166.76451060801304,0.24982570495251255,0.5013327179290301,2.169539138022197
1.5293602597840347e-06,1.9990414297813535,7.294772573192469e-05,0.00462363971551577,0.001,0.7638775564686224,243.89776009048074,0.0,0.3381900754779053,2.185186575685433
6.835074051023858e-06,2.000818863522216,5.6270462998824056e-05,0.009413031170263526,0.01129505877570174,0.6739867969780793,141.54428207049858,0.21361556263653844,0.24763798195599795,2.1874155133874598
1e-06,2.00031892313443,0.0,0.0,0.001,0.5,147.67895689252128,0.16213449721014778,0.0,2.1897008384077368
7.198377997877933e-06,2.0003938133328143,9.063603294105629e-05,0.0002829290153920528,0.003303188662626817,1.1226803475624407,162.31699323711484,0.2892057033753996,0.0011965115859406963,2.1917733581059564
5.974732720448113e-05,2.000475254313752,7.46560069023813e-06,0.0008345640228965503,0.0010647840480360032,0.568742131667171,179.3656809986588,0.04501013203990386,1.9754202348415317,2.194377857659816
8.385435657788108e-06,2.0000236944171403,6.538567803433728e-05,0.01190930468381505,0.001,0.6795368636647161,104.99852085638206,0.2029997137231579,0.18865107857041888,2.199481622257153
