Time,WindAD,WindMPH,TempAD,TempC
2025-05-11T11:22:49,374,2.32,184,25.56
2025-05-11T11:22:50,339,0.64,182,25.06
2025-05-11T11:22:51,329,0.39,183,25.31
2025-05-11T11:22:52,324,0.30,185,25.81
2025-05-11T11:22:53,331,0.44,187,26.31
2025-05-11T11:22:54,326,0.34,187,26.31
2025-05-11T11:22:55,334,0.51,188,26.56
2025-05-11T11:22:56,371,2.11,189,26.81
2025-05-11T11:22:57,373,2.25,190,27.06
2025-05-11T11:22:58,403,5.10,189,26.81
2025-05-11T11:22:59,415,6.74,187,26.31
2025-05-11T11:23:00,411,6.16,184,25.56
2025-05-11T11:23:01,401,4.86,184,25.56
2025-05-11T11:23:02,413,6.45,183,25.31
2025-05-11T11:23:03,408,5.75,183,25.31
2025-05-11T11:23:04,407,5.61,183,25.31
2025-05-11T11:23:06,404,5.23,184,25.56
2025-05-11T11:23:07,402,4.98,185,25.81
2025-05-11T11:23:08,405,5.35,185,25.81
2025-05-11T11:23:09,417,7.05,185,25.81
2025-05-11T11:23:10,424,8.20,183,25.31
2025-05-11T11:23:11,417,7.05,182,25.06
2025-05-11T11:23:12,401,4.86,182,25.06
2025-05-11T11:23:13,420,7.53,183,25.31
2025-05-11T11:23:14,417,7.05,183,25.31
2025-05-11T11:23:15,402,4.98,184,25.56
2025-05-11T11:23:16,420,7.53,183,25.31
2025-05-11T11:23:17,417,7.05,184,25.56
2025-05-11T11:23:18,420,7.53,183,25.31
2025-05-11T11:23:19,413,6.45,183,25.31
2025-05-11T11:23:20,418,7.21,182,25.06
2025-05-11T11:23:21,430,9.28,181,24.81
2025-05-11T11:23:22,419,7.36,180,24.56
2025-05-11T11:23:23,421,7.69,179,24.31
2025-05-11T11:23:24,422,7.86,178,24.06
2025-05-11T11:23:25,419,7.36,178,24.06
2025-05-11T11:23:26,423,8.02,178,24.06
2025-05-11T11:23:27,417,7.05,178,24.06
2025-05-11T11:23:28,418,7.21,179,24.31
2025-05-11T11:23:29,426,8.55,181,24.81
2025-05-11T11:23:30,428,8.91,181,24.81
2025-05-11T11:23:31,430,9.28,182,25.06
2025-05-11T11:23:32,424,8.20,182,25.06
2025-05-11T11:23:33,432,9.66,182,25.06
2025-05-11T11:23:34,447,12.88,182,25.06
2025-05-11T11:23:35,437,10.66,180,24.56
2025-05-11T11:23:36,432,9.66,180,24.56
2025-05-11T11:23:37,440,11.30,179,24.31
2025-05-11T11:23:38,429,9.09,178,24.06
2025-05-11T11:23:39,438,10.87,179,24.31
2025-05-11T11:23:40,449,13.36,180,24.56
2025-05-11T11:23:41,439,11.08,179,24.31
2025-05-11T11:23:42,428,8.91,179,24.31
2025-05-11T11:23:43,436,10.46,180,24.56
2025-05-11T11:23:44,433,9.85,183,25.31
2025-05-11T11:23:45,444,12.19,181,24.81
2025-05-11T11:23:46,456,15.14,181,24.81
2025-05-11T11:23:47,440,11.30,180,24.56
2025-05-11T11:23:48,429,9.09,181,24.81
2025-05-11T11:23:49,439,11.08,184,25.56
2025-05-11T11:23:50,451,13.86,183,25.31
2025-05-11T11:23:51,449,13.36,181,24.81
2025-05-11T11:23:52,438,10.87,180,24.56
2025-05-11T11:23:54,448,13.12,180,24.56
2025-05-11T11:23:55,431,9.47,179,24.31
2025-05-11T11:23:56,437,10.66,180,24.56
2025-05-11T11:23:57,455,14.88,181,24.81
2025-05-11T11:23:58,428,8.91,180,24.56
2025-05-11T11:23:59,440,11.30,180,24.56
2025-05-11T11:24:00,437,10.66,181,24.81
2025-05-11T11:24:01,438,10.87,181,24.81
2025-05-11T11:24:02,453,14.36,182,25.06
2025-05-11T11:24:03,436,10.46,181,24.81
2025-05-11T11:24:04,449,13.36,182,25.06
2025-05-11T11:24:05,439,11.08,183,25.31
